,Player,Team,Pos,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF
43,Yohan Traore,UCSB,C,7,24.1,15.6,6.4,9.6,0.672,0.0,0.3,0.0,2.7,5.3,0.514,1.3,3.0,4.3,0.3,0.0,0.3,1.4,1.7
44,Vladislav Goldin,FAU,C,10,21.7,15.5,5.9,7.9,0.747,0.0,0.0,0.0,3.7,5.6,0.661,2.0,5.0,7.0,0.7,0.7,1.9,1.5,3.1
45,Kyrese Mullen,HMPTN,C,8,28.0,15.5,6.0,11.8,0.511,1.1,3.5,0.321,2.4,4.3,0.559,3.0,5.8,8.8,1.9,1.0,0.1,2.8,3.6
46,Johni Broome,AUB,C,9,22.7,15.1,5.8,10.6,0.547,0.4,1.9,0.235,3.1,6.0,0.519,3.0,5.6,8.6,2.0,0.7,1.3,1.7,3.0
47,Harrison Ingram,UNC,C,9,33.0,15.1,5.2,10.8,0.485,2.1,4.6,0.463,2.6,4.1,0.622,2.0,4.4,6.4,2.6,1.3,0.3,1.4,2.2
48,Allan Jeanne-Rose,CCSU,C,9,27.0,15.1,5.8,9.9,0.584,0.9,2.0,0.444,2.7,4.7,0.571,1.4,3.1,4.6,1.8,0.6,0.8,1.9,2.0
49,Christian Brown,TNST,C,9,24.1,15.1,4.4,9.2,0.482,1.8,4.4,0.4,4.4,5.2,0.851,2.0,1.3,3.3,1.0,0.7,0.1,1.0,2.0
50,Beau Becker,AF,C,10,28.5,15.1,6.1,11.7,0.521,2.1,5.5,0.382,0.8,1.2,0.667,0.9,4.7,5.6,1.5,0.4,1.3,1.1,2.6
51,Victor Hart,SOMIS,C,10,32.5,15.1,5.6,11.5,0.487,0.7,2.9,0.241,3.2,5.2,0.615,1.9,3.7,5.6,1.8,1.9,1.0,2.2,3.0
52,Nana Owusu-Anane,BRWN,C,12,31.7,15.1,5.3,10.7,0.492,0.7,2.3,0.296,3.9,6.1,0.644,3.3,4.9,8.2,1.6,1.4,1.3,2.1,3.3
53,Lynn Kidd,VT,C,10,25.0,15.0,5.5,8.1,0.679,0.0,0.0,0.0,4.0,4.6,0.87,1.7,5.6,7.3,1.2,0.7,0.3,1.7,1.6
54,Jeremiah Kendall,ALCST,C,9,23.6,15.0,6.0,12.2,0.491,0.0,0.2,0.0,3.0,4.7,0.643,2.4,4.7,7.1,0.9,1.3,0.6,1.3,3.7
55,Andrew Carr,WF,C,9,33.3,14.9,5.1,9.8,0.523,1.0,2.9,0.346,3.7,4.8,0.767,2.3,4.8,7.1,1.1,0.7,2.1,1.4,2.7
56,Maxime Raynaud,STAN,C,8,28.9,14.9,6.4,11.6,0.548,0.3,1.5,0.167,1.9,2.0,0.938,2.3,6.6,8.9,2.0,0.5,0.9,3.3,1.8
57,Lahat Thioune,SODAK,C,9,26.3,14.8,6.1,10.9,0.561,0.0,0.0,0.0,2.6,3.8,0.676,3.2,6.2,9.4,0.7,0.1,0.4,2.1,2.6
58,Malevy Leons,BRDLY,C,9,35.9,14.8,4.7,10.6,0.442,0.8,3.0,0.259,4.7,6.9,0.677,2.0,5.1,7.1,1.3,2.0,0.8,1.9,3.3
59,Viktor Lakhin,CINCY,C,9,25.4,14.7,5.9,10.3,0.57,1.1,2.8,0.4,1.8,3.0,0.593,3.6,5.2,8.8,2.3,1.0,0.9,1.3,1.8
60,Kimani Hamilton,HP,C,11,29.2,14.6,5.1,10.5,0.487,0.8,2.6,0.31,3.6,4.9,0.741,2.9,5.1,8.0,1.6,1.1,0.7,1.4,2.4
61,Nico Galette,HEART,C,11,27.1,14.6,5.5,13.0,0.427,1.1,3.2,0.343,2.5,3.9,0.628,1.5,5.6,7.1,2.1,2.3,0.5,2.1,1.8
62,Brandon Johnson,ECAR,C,8,31.0,14.6,4.5,11.4,0.396,2.0,5.8,0.348,3.6,4.5,0.806,2.0,6.4,8.4,1.8,1.1,0.5,1.4,2.4
63,Achor Achor,SAMF,C,10,19.7,14.6,5.4,9.6,0.563,0.4,1.3,0.308,3.4,4.4,0.773,2.7,3.9,6.6,1.0,1.0,1.6,1.3,2.4
64,Caden Pierce,PRIN,C,11,31.6,14.5,5.8,10.6,0.547,0.7,2.5,0.286,2.2,3.4,0.649,2.5,6.9,9.4,2.9,1.4,0.8,1.6,1.8
65,Keyshawn Hall,GMU,C,9,29.8,14.3,5.0,11.6,0.433,1.8,5.0,0.356,2.6,3.0,0.852,1.1,7.9,9.0,1.6,0.8,0.3,2.1,2.4
66,Tyrese Samuel,FLA,C,9,27.2,14.2,5.4,9.0,0.605,0.2,1.0,0.222,3.1,5.7,0.549,3.3,5.0,8.3,1.7,1.4,0.9,1.7,2.2
67,Graham Ike,ZAGS,C,10,22.0,14.2,5.7,9.7,0.588,0.4,1.0,0.4,2.4,3.0,0.8,3.5,4.4,7.9,1.2,1.0,0.4,1.6,2.7
68,Shemar Wilson,UTA,C,9,28.7,14.1,4.7,8.8,0.532,0.2,0.6,0.4,4.6,6.8,0.672,3.7,5.7,9.3,1.1,0.6,1.6,1.3,2.8
69,Neal Quinn,RICH,C,10,26.0,14.1,6.1,10.3,0.592,0.2,0.7,0.286,1.7,2.4,0.708,0.8,5.3,6.1,4.0,0.5,1.4,1.7,2.0
70,Josh Oduro,PROV,C,10,27.0,14.0,5.6,8.9,0.629,0.5,1.1,0.455,2.3,2.7,0.852,1.2,4.8,6.0,1.9,0.8,1.4,2.0,2.8
71,Kyle Rode,LBRTY,C,11,26.9,14.0,4.8,12.5,0.387,3.0,7.5,0.398,1.4,1.8,0.75,1.1,3.4,4.5,2.5,0.9,0.1,1.2,2.0
72,"Jerome Brewer, Jr.",TAMUC,C,11,30.3,13.9,5.3,10.3,0.513,1.3,4.6,0.275,2.1,2.5,0.821,1.1,3.5,4.6,0.8,1.0,1.2,1.7,1.8
73,DeAntoni Gordon,UALR,C,10,32.2,13.9,5.5,11.1,0.495,0.3,1.0,0.3,2.6,4.1,0.634,2.4,3.2,5.6,1.5,0.5,0.9,1.6,3.1
74,Taje' Kelly,CHASO,C,9,29.1,13.9,5.2,10.8,0.485,0.3,1.1,0.3,3.1,4.4,0.7,2.1,6.2,8.3,2.0,0.3,0.4,2.2,2.6
75,Chad Venning,STBN,C,9,22.3,13.9,5.9,10.1,0.582,0.0,0.2,0.0,2.1,2.9,0.731,1.6,2.4,4.0,0.4,0.3,1.8,2.0,3.4
76,Grant Nelson,UA,C,9,25.9,13.7,4.3,9.6,0.453,1.1,4.0,0.278,3.9,4.2,0.921,1.3,5.1,6.4,2.3,0.8,1.7,1.4,2.9
77,Eric Dixon,VILL,C,11,27.7,13.6,4.5,9.8,0.463,1.2,3.3,0.361,3.4,4.1,0.822,2.7,4.3,7.0,1.4,0.5,0.3,1.5,1.5
78,Peter Filipovity,MAINE,C,12,24.7,13.6,5.3,9.1,0.578,0.4,1.5,0.278,2.7,3.3,0.821,1.5,5.3,6.8,1.0,1.4,0.3,1.2,1.9
79,Danny Wolf,YALE,C,12,28.8,13.4,5.2,10.3,0.5,1.0,2.1,0.48,2.1,2.8,0.735,2.2,6.8,9.0,2.2,1.1,1.3,2.0,1.8
80,Henry Coleman III,TAMU,C,9,28.3,13.3,5.2,8.0,0.653,0.0,0.0,0.0,2.9,3.3,0.867,3.6,5.2,8.8,1.4,1.0,0.0,0.6,1.3
81,"D.J. Burns, Jr.",NCST,C,9,28.7,13.3,6.1,11.4,0.534,0.0,0.3,0.0,1.1,1.9,0.588,1.9,3.9,5.8,2.4,0.9,0.9,1.9,2.6
82,Parsa Fallah,SUU,C,9,26.2,13.3,5.9,9.9,0.596,0.1,0.3,0.333,1.4,2.2,0.65,1.9,3.0,4.9,1.3,0.6,0.1,2.2,2.8
83,Jahsean Corbett,CHIST,C,13,35.5,13.3,4.5,11.2,0.4,0.8,3.2,0.268,3.5,5.2,0.676,2.0,4.8,6.8,1.6,1.5,0.2,1.8,1.2
84,Will Baker,LSU,C,10,25.1,13.3,4.8,9.3,0.516,0.6,1.8,0.333,3.1,3.8,0.816,1.7,3.4,5.1,0.9,0.5,0.7,2.3,1.9
85,Max Allen,MRST,C,8,21.4,13.3,4.9,8.3,0.591,0.1,0.9,0.143,3.4,4.1,0.818,1.3,2.5,3.8,2.0,0.6,0.1,2.0,2.4
86,Tre Mitchell,UK,C,9,34.7,13.2,4.9,9.1,0.537,1.1,3.2,0.345,2.3,3.4,0.677,1.4,4.9,6.3,3.9,1.2,1.3,1.2,2.4
87,Donovan Clingan,UConn,C,10,20.9,13.2,5.2,8.3,0.627,0.0,0.3,0.0,2.8,5.5,0.509,2.5,3.5,6.0,1.0,0.5,2.1,0.6,1.6
88,Adem Bona,UCLA,C,8,25.8,13.1,5.1,8.8,0.586,0.0,0.1,0.0,2.9,4.0,0.719,2.0,4.4,6.4,0.9,0.6,1.6,2.4,3.5
89,Jeremiah Oden,DEP,C,9,33.7,13.1,4.2,9.1,0.463,2.0,3.9,0.514,2.7,3.2,0.828,0.6,3.7,4.2,1.0,0.4,0.6,1.2,2.3
90,KiAndre Gaddy,TARST,C,10,24.8,13.1,5.2,9.1,0.571,0.0,0.2,0.0,2.7,3.9,0.692,4.6,3.2,7.8,0.9,1.1,1.4,1.4,3.0
91,Khydarius Smith,UMBC,C,13,20.9,13.1,5.5,9.4,0.59,0.1,0.6,0.125,1.9,3.5,0.556,1.3,3.3,4.6,0.5,0.4,0.9,2.2,2.2
92,Demond Robinson,KENN,C,10,30.1,13.0,5.2,11.3,0.46,0.7,3.2,0.219,1.9,2.8,0.679,4.1,4.8,8.9,1.2,1.7,1.2,0.9,2.7
93,Oso Ighodaro,MARQ,C,10,30.1,13.0,5.1,7.6,0.671,0.0,0.1,0.0,2.8,4.8,0.583,2.5,3.5,6.0,2.3,1.0,1.0,1.8,2.2
94,Nate Bittle,OREG,C,3,20.7,13.0,5.3,11.7,0.457,1.0,3.3,0.3,1.3,2.3,0.571,2.0,4.0,6.0,1.0,1.0,1.7,0.7,2.3
95,Patrick McMahon,MTSTU,C,3,26.0,13.0,5.3,8.0,0.667,0.7,1.7,0.4,1.7,2.0,0.833,0.3,2.0,2.3,0.7,0.7,0.0,0.7,1.7
96,John Ojiako,CCU,C,9,26.7,12.9,5.2,7.8,0.671,0.0,0.0,0.0,2.4,3.9,0.629,4.0,5.9,9.9,0.9,0.9,1.7,0.9,3.1
97,Ben Burnham,C of C,C,9,23.0,12.9,4.8,10.6,0.453,1.1,4.1,0.27,2.2,3.4,0.645,1.7,3.0,4.7,1.2,1.1,0.4,1.2,2.2
98,Garrett Johnson,GW,C,11,26.5,12.8,4.0,9.2,0.436,2.2,5.3,0.414,2.6,3.0,0.879,0.9,5.8,6.7,1.2,0.9,0.5,1.8,1.5
99,Tanner Christensen,UTECH,C,10,30.9,12.8,4.9,8.6,0.57,0.4,1.2,0.333,2.6,4.1,0.634,1.7,5.7,7.4,1.3,0.7,1.3,1.9,3.9
0,Karim Coulibaly,UML,C,5,21.8,12.8,5.4,7.6,0.711,0.4,0.4,1.0,1.6,2.0,0.8,1.8,5.0,6.8,0.4,1.0,0.6,1.0,1.8
1,Sam Alexis,CHATT,C,9,28.4,12.8,5.3,8.2,0.649,0.8,2.1,0.368,1.3,2.3,0.571,3.0,7.4,10.4,2.1,0.2,2.3,1.9,1.7
2,Jadyn Toppin,UNM,C,10,22.9,12.7,5.4,7.4,0.73,0.2,0.7,0.286,1.7,2.7,0.63,2.6,4.3,6.9,0.7,1.3,1.8,1.0,2.7
3,Toby Okani,UIC,C,10,33.4,12.7,5.0,11.3,0.442,1.1,2.8,0.393,1.6,3.8,0.421,1.4,7.2,8.6,2.2,1.5,2.6,3.8,2.8
4,Kenny Pohto,WICHI,C,10,29.4,12.7,4.8,10.0,0.48,0.6,2.2,0.273,2.5,4.1,0.61,2.5,5.2,7.7,1.6,0.1,0.6,2.0,1.7
5,Patrick Cartier,COLST,C,9,21.2,12.7,4.9,8.2,0.595,1.3,2.4,0.545,1.6,1.8,0.875,0.6,1.4,2.0,2.1,0.4,0.1,0.8,2.6
6,"Chris Felix, Jr.",PVAMU,C,9,29.6,12.7,4.0,9.4,0.424,0.3,0.4,0.75,4.3,5.1,0.848,1.6,1.7,3.2,0.9,0.7,0.2,1.3,3.3
7,Javan Simmons,U of T,C,10,29.5,12.6,4.6,8.0,0.575,0.3,1.1,0.273,3.1,3.7,0.838,1.4,2.2,3.6,1.5,0.5,1.3,0.9,2.7
8,B.J. McLaurin,QUC,C,12,24.3,12.6,4.1,8.8,0.467,1.8,4.7,0.375,2.7,3.0,0.889,1.3,5.3,6.6,1.0,0.3,0.2,0.9,2.2
9,Daniel Batcho,LATCH,C,9,26.7,12.6,4.3,8.4,0.513,0.0,0.0,0.0,3.9,5.6,0.7,3.6,6.4,10.0,0.7,0.3,1.9,0.9,2.7
10,Oumar Ballo,ARZ,C,8,21.3,12.5,5.6,8.3,0.682,0.0,0.0,0.0,1.3,3.3,0.385,1.8,4.5,6.3,0.8,1.1,0.9,1.6,1.5
11,Keeshawn Kellman,FGCU,C,11,24.2,12.5,5.2,7.6,0.679,0.0,0.5,0.0,2.1,3.5,0.59,3.2,3.5,6.7,0.5,0.3,1.0,2.0,2.8
12,Troy Hupstead,UMES,C,7,24.0,12.4,4.7,10.1,0.465,0.7,2.0,0.357,2.3,3.7,0.615,3.7,5.0,8.7,1.3,1.0,0.4,2.0,2.6
13,Rienk Mast,UNL,C,10,28.7,12.4,4.4,9.8,0.449,0.9,3.2,0.281,2.7,3.0,0.9,2.9,6.7,9.6,3.0,0.1,0.2,1.5,1.9
14,Kiree Huie,IDHST,C,10,28.0,12.4,5.5,9.6,0.573,0.0,0.0,0.0,1.4,2.3,0.609,2.4,4.1,6.5,0.8,0.4,1.2,1.8,2.5
15,Darnell Brodie,DRAKE,C,9,25.9,12.3,5.0,7.7,0.652,0.0,0.0,0.0,2.3,2.9,0.808,2.8,4.2,7.0,1.9,0.7,0.7,1.2,2.8
16,Jonathan Beagle,ALBNY,C,10,30.9,12.2,4.6,8.1,0.568,0.1,0.2,0.5,2.9,4.6,0.63,2.6,6.6,9.2,1.3,0.9,0.5,2.9,2.5
17,Sammy Hunter,AKR,C,9,24.7,12.1,4.2,9.2,0.458,2.6,6.0,0.426,1.1,1.3,0.833,1.2,1.8,3.0,0.7,0.2,0.2,0.8,1.4
18,Jonas Aidoo,TENN,C,10,24.3,12.1,4.9,9.2,0.533,0.3,1.1,0.273,2.0,2.8,0.714,2.3,5.2,7.5,1.2,0.8,1.8,0.6,2.0
19,Steven Crowl,UWISC,C,10,28.2,12.1,4.5,7.5,0.6,0.8,1.1,0.727,2.3,3.3,0.697,3.1,4.0,7.1,2.1,0.5,0.4,1.7,2.4
20,Dyondre Dominguez,ARKST,C,11,29.1,12.1,4.5,10.3,0.434,1.7,5.4,0.322,1.5,2.0,0.727,2.6,6.1,8.7,2.1,0.6,0.7,1.8,2.4
21,Noah Carter,MZZOU,C,10,27.7,12.0,4.2,9.5,0.442,1.4,4.4,0.318,2.2,2.8,0.786,0.9,5.4,6.3,1.4,1.0,1.3,1.4,2.1
22,Matt Veretto,UVM,C,10,25.3,12.0,4.0,8.7,0.46,2.1,5.7,0.368,1.9,2.3,0.826,0.3,2.4,2.7,2.0,0.3,0.7,0.3,2.6
23,Shon Robinson,UIW,C,10,22.2,11.9,4.1,8.3,0.494,0.6,2.2,0.273,3.1,4.1,0.756,1.9,4.3,6.2,1.2,0.7,0.9,1.8,2.1
24,Brandon Noel,WRST,C,10,33.6,11.9,4.3,9.4,0.457,1.1,2.9,0.379,2.2,3.1,0.71,1.9,4.5,6.4,1.1,0.4,1.1,1.8,2.2
25,Aubin Gateretse,STET,C,10,22.5,11.7,5.2,7.1,0.732,0.0,0.1,0.0,1.3,2.0,0.65,3.0,4.5,7.5,0.5,0.0,1.5,1.4,2.8
26,Amari Williams,DREX,C,10,22.9,11.7,4.3,9.3,0.462,0.1,0.2,0.5,3.0,4.2,0.714,3.0,5.1,8.1,1.5,0.7,2.1,2.5,1.2
27,Giovanni Emejuru,SIENA,C,10,27.1,11.7,4.5,7.4,0.608,0.0,0.0,0.0,2.7,5.2,0.519,2.6,3.3,5.9,0.4,0.7,0.5,1.8,3.0
28,Sean Hansen,COR,C,9,20.7,11.7,4.2,7.8,0.543,0.9,2.9,0.308,2.3,3.3,0.7,0.9,2.3,3.2,2.1,0.7,0.2,1.9,1.8
29,B.B. Knight,LAMAR,C,9,17.4,11.7,3.6,7.9,0.451,2.2,5.2,0.426,2.3,2.9,0.808,0.6,1.0,1.6,0.2,0.3,0.2,1.1,1.8
30,Wheza Panzo,IONA,C,10,31.3,11.5,4.0,9.5,0.421,3.1,8.2,0.378,0.4,0.6,0.667,0.4,2.3,2.7,1.0,1.0,0.3,0.3,2.5
31,Brandon Love,TXST,C,9,28.0,11.4,4.6,9.6,0.477,0.0,0.1,0.0,2.3,5.1,0.457,3.4,3.3,6.8,0.4,0.9,2.9,1.9,3.1
32,Dillon Mitchell,TEXAS,C,9,31.2,11.3,4.8,8.1,0.589,0.0,0.7,0.0,1.8,3.1,0.571,2.1,7.2,9.3,2.3,1.1,1.7,1.7,1.8
33,Micah Parrish,SDSU,C,10,31.2,11.3,3.7,8.2,0.451,1.9,4.1,0.463,2.0,3.2,0.625,0.8,4.1,4.9,2.3,1.9,0.3,1.2,2.9
34,William Kyle III,SDKSU,C,10,22.1,11.3,5.1,8.9,0.573,0.0,0.1,0.0,1.1,2.2,0.5,2.4,3.2,5.6,1.0,0.5,1.2,1.4,1.2
35,Tyler Tejada,TOWS,C,10,26.4,11.3,3.9,9.6,0.406,1.2,3.5,0.343,2.3,3.1,0.742,1.2,2.5,3.7,1.1,0.3,0.5,1.7,1.7
36,Daniel Rouzan,MAN,C,8,26.1,11.3,4.9,9.5,0.513,0.0,0.1,0.0,1.5,2.0,0.75,1.5,2.0,3.5,1.3,0.3,0.3,1.4,2.1
37,Issa Muhammad,UTM,C,9,28.8,11.2,4.8,9.2,0.518,0.2,0.9,0.25,1.4,2.7,0.542,2.6,6.3,8.9,1.9,1.2,0.4,1.4,2.1
38,Supreme Cook,GTOWN,C,10,30.0,11.2,4.2,6.4,0.656,0.0,0.0,0.0,2.8,5.3,0.528,3.7,4.9,8.6,0.3,0.9,0.8,1.8,2.6
39,Rasheer Fleming,STJOE,C,10,23.8,11.2,4.5,8.4,0.536,0.9,3.4,0.265,1.3,2.0,0.65,2.8,4.0,6.8,0.7,0.7,1.6,1.2,2.7
40,Lassina Traore,LBSU,C,10,28.5,11.2,4.7,9.3,0.505,0.0,0.0,0.0,1.8,3.3,0.545,3.0,6.5,9.5,0.5,0.6,0.5,2.4,3.5
41,Yvan Ouedraogo,CALBU,C,8,26.8,11.1,4.4,7.4,0.593,0.0,0.0,0.0,2.4,5.5,0.432,2.8,5.5,8.3,1.1,0.5,0.4,1.8,1.9
42,Brandton Chatfield,SEA,C,10,23.5,11.1,4.8,7.5,0.64,0.4,1.5,0.267,1.1,1.6,0.688,2.6,2.8,5.4,1.0,0.4,1.1,1.6,3.0
43,Noah Waterman,BYU,C,10,22.4,11.0,3.7,7.9,0.468,1.9,4.9,0.388,1.7,2.1,0.81,2.1,5.0,7.1,1.1,0.2,0.5,0.4,1.8
44,Noah Williamson,BUCK,C,10,26.1,11.0,3.8,8.3,0.458,0.3,1.7,0.176,3.1,4.2,0.738,1.4,4.2,5.6,0.9,0.4,0.6,1.9,2.3
45,Jaylen Forbes,TULAN,C,7,29.6,10.9,2.9,9.0,0.317,1.4,5.7,0.25,3.7,4.4,0.839,0.4,2.1,2.6,2.0,1.1,0.1,2.6,2.9
46,Cooper Schwieger,VAL,C,10,28.1,10.8,4.3,9.2,0.467,0.9,2.5,0.36,1.3,1.6,0.813,1.8,3.3,5.1,0.6,0.5,1.1,1.8,2.7
47,A.J. Clayton,OHIO,C,9,26.2,10.8,3.6,6.6,0.542,1.8,3.9,0.457,1.9,2.2,0.85,2.1,3.2,5.3,0.3,0.4,2.1,0.8,2.7
48,Adam Hamilton,LAMAR,C,9,21.2,10.7,4.6,8.3,0.547,0.0,0.0,0.0,1.6,2.7,0.583,3.2,4.6,7.8,2.0,0.2,0.7,1.9,2.2
49,Rob Carpenter,NMSU,C,11,21.1,10.5,3.6,7.5,0.482,0.7,2.6,0.276,2.5,3.2,0.8,1.5,2.7,4.3,0.4,0.9,0.4,0.5,3.3
50,Szymon Zapala,LONG,C,12,16.7,10.5,4.3,6.4,0.662,0.1,0.1,1.0,1.9,2.6,0.742,2.8,3.3,6.1,0.4,0.3,0.8,1.0,1.9
51,Alex Timmerman,WIN,C,10,20.7,10.5,3.6,6.3,0.571,0.1,0.3,0.333,3.2,3.6,0.889,1.7,4.4,6.1,0.8,0.3,0.1,0.5,1.8
52,K.J. Allen,PORTL,C,10,24.8,10.5,3.2,7.9,0.405,0.6,1.7,0.353,3.5,4.6,0.761,2.1,4.1,6.2,1.0,1.3,0.2,1.2,1.7
53,Jonah Pierce,PRSBY,C,11,19.5,10.5,4.0,6.5,0.62,0.0,0.0,0.0,2.5,4.3,0.574,1.9,3.9,5.8,0.5,0.4,0.7,0.9,1.9
54,Qudus Wahab,PENST,C,10,24.8,10.4,3.7,5.3,0.698,0.0,0.0,0.0,3.0,4.1,0.732,3.1,5.8,8.9,0.7,0.6,1.5,1.3,2.9
55,Brian Taylor,CMU,C,9,31.3,10.3,3.7,9.0,0.407,1.0,3.2,0.31,2.0,2.2,0.9,1.3,4.4,5.8,0.8,1.0,0.7,1.9,2.1
56,D.J. Burns,YSU,C,10,24.8,10.3,4.0,7.3,0.548,0.9,2.1,0.429,1.4,1.8,0.778,2.4,6.2,8.6,2.2,0.9,0.7,2.0,2.6
57,Keba Keita,U of U,C,7,15.1,10.3,4.4,6.0,0.738,0.0,0.0,0.0,1.4,2.7,0.526,2.6,4.3,6.9,0.4,0.9,1.3,0.4,2.1
58,Chris Conway,OAKL,C,11,24.2,10.3,4.1,7.5,0.549,0.0,0.5,0.0,2.1,2.7,0.767,1.0,2.4,3.4,1.3,0.5,0.1,0.7,2.8
59,Cliff Omoruyi,RUTG,C,9,27.0,10.2,4.0,8.1,0.493,0.0,0.3,0.0,2.2,3.4,0.645,3.1,5.9,9.0,0.7,0.4,3.8,1.6,2.7
60,Nick Davidson,UNR,C,9,23.8,10.2,3.4,6.6,0.525,0.6,2.2,0.25,2.8,3.3,0.833,1.7,4.8,6.4,1.2,0.3,1.2,0.7,2.3
61,Dishon Jackson,CHAR,C,9,22.6,10.2,4.6,9.1,0.5,0.2,1.2,0.182,0.9,1.3,0.667,0.7,3.7,4.3,0.8,0.4,0.7,1.6,1.9
62,Blair Thompson,COM,C,10,23.2,10.2,3.2,6.7,0.478,1.7,3.3,0.515,2.1,2.5,0.84,1.4,4.8,6.2,1.3,1.4,0.4,0.9,2.2
63,Trevon Brazile,ARK,C,10,28.9,10.2,3.3,6.7,0.493,1.4,3.1,0.452,2.2,2.9,0.759,2.1,5.0,7.1,0.7,0.9,1.7,1.9,2.5
64,Patrick McCaffery,IOWA,C,10,26.1,10.2,3.4,7.9,0.43,0.9,2.8,0.321,2.5,3.2,0.781,0.1,3.5,3.6,1.3,0.5,0.4,0.7,0.3
65,J.J. Traynor,LVILL,C,8,25.5,10.1,4.1,8.0,0.516,0.9,2.4,0.368,1.0,2.0,0.5,1.5,3.1,4.6,0.1,0.3,0.5,1.0,2.3
66,Nick Ellington,MRRY,C,9,27.0,10.1,4.0,6.6,0.61,0.0,0.0,0.0,2.1,3.6,0.594,3.1,4.4,7.6,0.7,0.9,1.6,1.7,2.6
67,Jason Spurgin,BGSU,C,9,26.9,10.1,3.9,8.2,0.473,1.1,3.3,0.333,1.2,2.0,0.611,1.2,4.8,6.0,1.4,0.3,1.3,1.9,2.1
68,Jaden Bediako,SETON,C,10,23.8,10.1,4.3,7.0,0.614,0.0,0.0,0.0,1.5,2.4,0.625,4.0,3.9,7.9,0.5,0.4,1.5,0.8,1.9
69,"Carlton Linguard, Jr.",UTSA,C,10,23.5,10.1,3.6,8.2,0.439,1.4,3.5,0.4,1.5,1.9,0.789,2.8,3.9,6.7,0.9,0.4,1.8,0.7,2.5
70,Reed Bailey,DAV,C,10,25.3,10.1,3.2,6.6,0.485,0.3,1.1,0.273,3.4,4.2,0.81,1.6,4.2,5.8,1.5,0.5,0.1,1.4,2.2
71,Abdou Tsimbila,FORD,C,9,23.4,10.0,3.8,5.8,0.654,0.0,0.0,0.0,2.4,3.4,0.71,3.0,5.6,8.6,0.3,0.4,2.6,2.0,3.4
72,Yves Missi,BAYL,C,9,19.1,10.0,3.7,5.9,0.623,0.0,0.0,0.0,2.7,5.2,0.511,3.0,3.6,6.6,0.2,0.9,2.2,0.7,2.0
73,Jaxson Baker,NEWHA,C,11,27.5,10.0,3.2,8.5,0.372,1.8,5.4,0.339,1.8,2.4,0.769,2.2,4.3,6.5,1.1,0.8,1.0,0.9,2.4
74,Bent Leuchten,UCI,C,4,18.5,10.0,3.0,6.8,0.444,0.5,1.8,0.286,3.5,5.3,0.667,1.5,2.5,4.0,1.3,0.3,1.0,0.3,1.5
75,Javian Davis,UAB,C,10,27.5,9.9,3.5,5.5,0.636,0.0,0.0,0.0,2.9,4.1,0.707,3.9,3.4,7.3,1.4,1.1,0.4,1.9,3.4
76,Paul Otieno,QUIN,C,10,25.1,9.9,4.1,6.4,0.641,0.1,0.1,1.0,1.6,2.0,0.8,2.6,3.0,5.6,0.5,0.8,1.1,1.2,2.2
77,Ahmir Langlais,USCU,C,10,26.1,9.9,4.1,7.9,0.519,0.0,0.0,0.0,1.7,3.4,0.5,2.4,4.5,6.9,1.0,1.0,1.0,1.4,3.1
78,Stephaun Walker,RMU,C,10,26.1,9.9,3.4,7.9,0.43,0.4,1.3,0.308,2.7,3.6,0.75,2.4,3.9,6.3,0.9,0.9,0.3,1.3,3.4
79,Rodney Howard,WKU,C,10,19.8,9.9,4.5,8.4,0.536,0.0,0.0,0.0,0.9,1.6,0.563,2.4,2.2,4.6,0.7,0.2,0.1,1.0,1.6
80,Clarence Rupert,SOILL,C,9,22.2,9.9,4.2,7.8,0.543,0.2,1.2,0.182,1.2,2.3,0.524,2.3,4.6,6.9,1.3,0.7,1.0,1.6,2.6
81,Riley Abercrombie,NOCOL,C,9,26.7,9.9,3.2,8.9,0.363,2.6,6.9,0.371,0.9,0.9,1.0,1.1,3.7,4.8,0.7,0.3,0.1,1.3,1.3
82,Julian Margrave,USA,C,8,27.8,9.9,3.8,8.8,0.429,2.4,6.1,0.388,0.0,0.0,0.0,0.8,3.4,4.1,0.5,0.5,0.8,0.5,2.1
83,Andrew Morgan,NDSU,C,11,18.0,9.8,3.5,6.7,0.514,0.4,0.9,0.4,2.5,3.7,0.683,1.9,2.4,4.3,0.5,0.5,0.5,1.9,2.5
84,Peyton Smith,FAIR,C,10,27.8,9.8,3.9,7.6,0.513,0.2,1.1,0.182,1.8,2.4,0.75,2.3,3.4,5.7,1.4,0.7,1.3,1.0,2.1
85,Keenan Fitzmorris,SB,C,10,22.0,9.8,3.2,6.2,0.516,0.2,0.7,0.286,3.2,3.8,0.842,2.9,1.8,4.7,1.2,0.3,1.0,1.6,2.0
86,Jared Turner,NEU,C,10,26.2,9.8,3.0,6.8,0.441,2.4,6.0,0.4,1.4,1.9,0.737,0.9,1.9,2.8,1.5,1.3,0.0,0.5,2.4
87,Myles Thompson,MORST,C,7,26.3,9.7,3.7,9.1,0.406,1.3,4.9,0.265,1.0,1.6,0.636,1.9,2.6,4.4,0.3,0.4,0.1,1.6,1.6
